State Name,County Name,City Name,Latitude,Longitude,Year,CO,NO2,Temperature,Ozone,PM2.5,Humidity,SO2,Wind Speed
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2025,0.306946,,,,4.545646588235294,,,
Alaska,Anchorage ,Anchorage,61.3267,-149.569707,2015,,,,,6.040451555555555,,,
Alaska,Anchorage ,Anchorage,61.3267,-149.569707,2016,,,,,4.833183111111111,,,
Alaska,Anchorage ,Anchorage,61.3267,-149.569707,2017,,,,,4.245295666666666,,,
Alaska,Anchorage ,Anchorage,61.3267,-149.569707,2018,,,,,5.1795222222222215,,,
Alaska,Fairbanks North Star ,Fairbanks,64.819233,-147.778083,2017,,,25.718904,,,,,4.890060500000001
Alaska,Fairbanks North Star ,Fairbanks,64.819233,-147.778083,2018,,,24.002542000000002,,,,,5.4765675
Alaska,Fairbanks North Star ,Fairbanks,64.840672,-147.722461,2015,,,,,10.119168499999999,,,
Alaska,Fairbanks North Star ,Fairbanks,64.840672,-147.722461,2016,,,,,8.615044,,,
Alaska,Fairbanks North Star ,Fairbanks,64.840672,-147.722461,2017,,,,,10.1034345,,,
Alaska,Fairbanks North Star ,Fairbanks,64.840672,-147.722461,2018,,,,,7.4315375,,,
Alaska,Fairbanks North Star ,Fairbanks,64.84569,-147.727413,2015,0.403609,17.671058000000002,11.558482,0.0256785,11.256837875,60.728595,7.553666,2.085407
